Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Cover_Type
2086.462055559157,134.8260075999152,20.311363292848277,397.7546441020383,43.627954752138706,842.6609052281444,258.9666963396602,211.3108092828054,138.18621003095564,1231.7970206995722,0.02655150176537796,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2170.4398262069003,49.27950831254901,24.863975070433206,498.46332866911433,-102.79231622582046,1139.2687036106145,225.51604589814895,226.2871993618966,32.18245381453701,1155.6101231705777,0.03676768694515031,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2337.886059959879,229.50076520750565,11.115686806198767,166.88498304554042,78.79421586421591,527.7702042509029,205.59816896596175,220.18329568845314,50.2803313572425,1537.5352440784147,-0.001110488572462709,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2089.451558304798,98.63206440888935,14.213386963187993,58.55465451295922,140.83422799926976,1228.9820352726433,183.67343465846199,179.42366685056584,139.83189086178942,1444.7283536375553,0.005218323928410928,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2211.6613507259854,211.87778387708659,12.904182144657867,189.58448307705277,-60.653596574072374,1355.3123066243077,210.07230861589238,158.1374865069615,90.54314886008834,657.7019780020378,-0.022739598678211903,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2137.5157050613166,180.26646023202048,19.36530071060572,238.5373089522903,61.12165647335089,981.5892000667358,205.44616312965627,245.5768522211301,129.41739952213007,720.2779858213571,0.027065776054755797,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2208.6683491348085,69.39813204608488,19.60647904508148,162.46626155093932,49.698934137279835,702.2803174745359,279.99127149191946,203.8259636327511,118.37080241381202,-72.93258853329337,0.023343629370458863,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2151.8160253560695,124.6329902590711,20.09125652188306,137.95321248822995,110.40393218008862,986.0369069735946,220.4857687878495,204.41352058866318,171.2847877959134,1452.8455157558533,-0.02275996523903434,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2301.283267439626,100.48541028746385,21.408067238694706,173.49286526810067,78.11412706017522,848.255459423954,208.28585113650104,250.81240913500756,141.86981166589072,297.1110296067718,-0.010592555121021863,0,0,1,0,0,0,1,0,0,0,0,1,0,4
2304.938554643879,212.0115583072731,20.863121210106026,65.69452620719787,60.15438491703835,342.57675279333466,245.71475222080278,243.8744677156154,119.15124269649576,-188.90333011653274,-0.036615065669433566,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2286.5088095175365,-8.449750178213776,26.584642264876216,230.9960143896717,15.55678588435363,1003.4802318125859,224.33556303126156,183.63881988246652,57.55091183891582,579.7456873640722,-0.019819190967061917,1,0,0,0,0,1,0,0,0,0,0,1,0,4
2092.5208473353205,-48.16305772857078,12.89292792106868,364.63794880846547,11.102849625562008,788.6230521656139,220.33182259948032,273.14583826062085,152.90411717748378,1092.0850444551847,-0.02715351214815842,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2256.840572115791,271.0263736512997,18.114956417186473,280.7860702802633,83.64232141361556,1042.553135484375,196.9938708903195,220.93142555817113,157.42657533880086,839.1593846183077,0.015073365050702503,1,0,0,0,0,0,0,0,0,0,0,1,0,4
2084.7255282901956,-18.055083993368527,-1.6231372464833882,140.37269807158162,81.21580194475466,688.3528708173632,222.69640184591327,240.4477936295549,161.95191416282992,862.3079424451987,0.03306116691829508,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1985.580772203614,289.8912920023949,17.3528750290761,188.6570483104715,-85.39338402814153,1215.3637484138176,198.10178400987743,210.33439043519112,124.6748475591631,19.64124953598582,-0.03286902604398412,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2346.962122032336,12.772832598594164,23.56222796624973,65.74383586185073,80.23569305320146,774.7330677405043,210.8660443548523,208.5954146900994,239.67824148849917,781.8189431877648,0.008253207351764547,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2231.452653178467,37.755660117222476,26.67826981247118,137.68273435662286,82.25446396863161,386.9356321545746,195.64144443215542,215.26370123826334,121.40385244381609,753.939180081172,-0.028575965064832065,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2230.433509929139,127.48662192793356,11.787135405808668,-104.95428265986834,69.69344819061975,1410.4187144327432,189.0213077961726,208.3088888205411,165.48827227816315,529.5128955666635,0.01836709995699931,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2303.5253238968226,165.22431271408527,25.96910323297049,228.36823281952653,66.40906409328802,463.75830850001074,229.38422527925897,245.07927753367272,85.58351194907561,-250.32805289877865,-0.030367285223701468,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2339.6650914435054,164.62100026644555,24.40439749992881,145.29478003818616,53.95782497086567,1408.2674817139423,210.6584264032076,219.40571902361236,127.86371141718404,1880.9274523290105,0.014084840853394065,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2120.011218929124,113.64804327804549,13.856947221334025,145.52764169413825,11.900252505332126,1162.8072245572737,240.91328206413917,245.24746277687973,183.70619184419928,194.6754320599615,-0.02345289103561976,0,0,1,0,0,1,0,0,0,0,0,1,0,4
2013.0279655537124,49.05740170946579,34.260967442068385,58.43893060870329,61.566603722875044,1782.9702720361029,261.9249463354703,257.12247867767724,62.25761201934961,1199.8582430553818,0.021066427158438816,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2222.1293974886203,202.7289815608986,4.082889171992694,203.09327026055558,165.00853707303463,802.9907261937874,194.20750352686446,219.040239539466,65.86185172302953,1378.2353829803787,-0.0365205610280801,0,0,1,0,0,0,0,0,0,0,1,0,0,4
2273.8241456005985,99.71156932906025,13.658338341902283,287.2696606298794,27.843222201179458,773.6744079713892,189.29134605056618,235.86491198172155,169.79881266364555,1093.7694095621625,-0.005483353918910305,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2251.518152274196,237.25121133663754,15.340263366810504,64.48650563622743,60.6445328187497,1618.8198647787945,271.4603985609075,224.1182485194082,14.259628081226069,1021.1451851117621,-0.039075579213333766,0,0,1,0,0,0,1,0,0,1,0,0,0,4
2070.328333835062,252.76188169596634,30.619997437261567,89.88914883907681,80.39536387857288,232.14510101927817,208.6708031681512,220.2803227335003,143.02876050960907,1295.1179408611051,0.010691595003875287,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2303.790570740218,-43.18818343483477,11.777139342024006,225.54260618026052,-55.00093042849175,1089.963868593129,243.08841517401333,235.93006707584576,202.80280301810993,410.520212711141,0.005119926409590636,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2301.4032900513544,142.7765456260002,27.570740838855354,162.18398004686267,6.584440858570403,388.3822216567668,206.02471955748103,202.27895441957608,93.57656459888008,1107.979483005144,0.019366611740184614,0,0,1,0,0,0,0,0,0,0,1,0,0,4
2337.395315404286,155.78034317082023,10.698112187075656,92.13641919241502,141.64075038790276,789.2681847545758,212.11154486660996,185.7087225075463,61.34437473349185,810.688098859567,0.009550358407668214,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2179.522817762363,244.0077573916558,10.157139467877144,92.6188509445458,80.5282489511726,803.6415621732468,234.91535603092103,162.09250217049814,69.47296012802863,1278.88240994942,-0.04291641333176033,0,0,1,1,0,0,0,0,0,0,0,1,0,4
2093.4650732100126,250.08030466401755,23.202835974409155,267.24749474194823,77.78398295923915,1560.3078825755101,211.84643894111187,230.8251679540347,148.61962025566118,1543.0820377421278,0.0015438817850298436,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2370.734422110465,127.23038991532667,26.62382065905792,-151.95847261154108,60.26193682608613,454.1497810379673,220.17575041895836,206.577279976176,115.74799676397637,657.3354039417405,0.020888725843422495,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2234.7079840784218,171.49518745451766,11.191367438471383,158.71154970197605,128.71967941070022,1153.0961996050994,195.0059263554846,222.49645757536422,99.7786319520973,438.79430579679007,0.038062523792119995,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2140.804443823708,239.82927355065917,36.42767996749668,110.29147412621542,-1.3423951882437137,734.7597805076888,193.03845282241033,225.8711271203658,139.67220975477662,818.813766694628,0.019180474249022306,0,0,1,0,0,0,0,0,0,0,0,1,0,4
1950.1647272240816,114.45083782123538,31.974746002430145,199.65438094132392,149.48600732113118,833.9911744396596,266.2136299183212,204.88001218144885,111.06704647398348,793.6444413555358,0.022606572063944785,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2171.6971142558677,36.15525131352709,14.259226472900094,111.23004355869513,15.832765662795786,708.9909754298662,239.24209271216498,191.20963838688377,157.48784981793509,966.7442284371135,-0.009535016312229916,1,0,0,0,0,0,0,0,0,0,0,1,0,4
2290.895204823985,27.637199393581028,13.910301411468774,149.92264981961839,45.87257155151097,620.0818357904387,253.03274221764983,222.52033949301256,212.83282281159387,663.3144327354173,0.016068365824979836,0,0,1,1,0,0,0,0,0,0,0,1,0,4
2255.4188139824264,119.3037310229293,17.982959628788826,352.7919454351278,82.01198188689096,1397.2230158439847,253.62378312252244,212.35030649653118,87.78349314117787,610.5207564556915,0.03131767192847956,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2111.9290924420716,13.94964445260959,19.524605099991643,191.87170140328212,105.43049740331034,1764.6331280534384,271.8152149133225,244.49226091549545,157.81071277900867,1043.4465301831656,-0.013891635256681245,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2367.690087546638,61.94320478754797,12.816798811913808,208.1555589527622,121.32424810631815,801.8854151235666,237.62577483091133,205.1619027357134,159.90404137903036,869.4016926103499,-0.0023517077286677734,1,0,0,0,0,0,0,0,0,1,0,0,0,4
2365.675216264827,70.71705246236385,34.99227909585604,217.07299081885398,103.94846384954744,1030.6760351290604,214.2598663009877,238.3431700596767,148.8268183764332,757.179743125748,0.022841740119988407,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2235.74227994073,237.10023005507483,28.117533454853753,-78.15784404030614,73.7803335059936,970.2371531081687,215.43067867802537,199.87951858717622,131.96709988764297,184.51574272988307,0.017597299844968106,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2309.1957681071544,200.6248329362931,6.256647516561063,-77.71873455655043,5.851709272664436,771.4408934462572,220.332780646705,191.63688112346492,71.93047845653246,583.2794323403281,-0.029794246606349495,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1995.877562755499,122.44076534760389,23.896778643880317,126.0063449367642,67.48874353854696,1318.3729632094444,298.3649513345009,226.0222096571968,155.91911991504537,321.1552847001865,0.0002636840888098346,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2008.3382618226813,229.3906025120909,8.334801738865817,13.84364066537799,75.07652573049924,1819.1865742773332,206.74208467881044,189.7242422003377,61.87846540359284,926.6583914783165,0.017393371496785826,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2234.0637175925513,141.83348628138268,22.842921532528475,49.44131348478862,58.55997663828795,1093.55045196058,171.71942797440903,201.31779419736085,164.68880795328624,1260.7167449237718,-0.014993640008402642,1,0,0,0,0,0,0,0,0,1,0,0,0,4
2400.4708988941798,143.02710528133713,22.472571997503003,39.938855408743365,34.48658494003697,721.0931688769017,198.7789217121217,194.57041562513095,135.1074309192443,721.0232113787495,0.013406967186518515,0,0,1,0,0,0,1,0,0,0,0,1,0,4
2028.8766479925453,78.7029296813985,42.424930483731146,-22.575113346754506,92.3043136677186,1025.2016072434717,206.8420960376667,248.28475258456493,112.55953967250625,1439.3505146191142,0.015310730688215424,0,0,1,1,0,0,0,0,0,0,0,1,0,4
2401.247368750178,258.0356313843073,7.915053367177892,377.9529895508761,40.34672294313158,1162.2533386909724,257.0152515802055,207.95219164938527,116.35202869364139,1378.0259481023536,-0.012467356814418018,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1976.382522478388,48.43944173803992,21.536390243030805,4.347703098631882,138.72659331501146,331.1305527860943,192.2844126871608,266.7491657560662,71.20678054812132,742.7064934027841,0.020097834222473687,0,0,1,0,0,1,1,0,0,0,0,1,0,4
2351.4833038520583,129.592576447159,17.664270329760384,192.9755539312983,67.6594890510767,1319.6203493169814,252.385461851253,226.924747244658,161.74208684947396,1789.180816886689,-0.005492019915916524,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2162.8874524182393,140.8929465460833,37.21359062397527,398.82377839772346,37.30462991761746,1123.9136873654447,203.86664051726765,214.66816170890402,131.2730174203666,481.35732684249865,0.016764175971169804,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2043.3380713339116,258.2550017069764,9.068324038595183,37.49281282053255,84.060706673293,406.5704591681489,172.9703372901573,218.28439200811783,105.37546585178487,1373.03450340275,0.007150127181645205,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2435.0157687422457,163.32941157416582,5.433585409210378,37.127955835950786,68.85720363296991,602.9960201440165,276.1747503936343,196.32738206205408,123.1910444403047,1803.3887477473274,0.0013594413978007536,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2217.9313917071017,282.3175626717623,25.09199401098626,134.83597071853353,138.53729801600687,883.9171660221535,247.31358529591716,223.85370656321152,129.6572519135113,-299.49187616285326,-0.03307499738658892,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2348.2490946930116,328.4675699925756,22.30477692049208,150.75804852005874,107.64760711762494,464.8131116120974,247.99502232706885,200.48024970183872,89.56286702572223,1345.8555542825616,-0.01693386916113715,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2324.480044354332,126.12601666484471,19.808945172752967,306.6813597984583,123.41205855934898,1221.8888892217337,221.74392193765914,210.20319255957813,165.2611172483218,833.6303567677191,0.009094446802280887,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2236.296649432717,58.045473625150166,37.5194390317766,228.9413388426459,128.21702671240072,939.3025776855876,229.31250588844614,233.0380499700238,126.22143784381356,586.8628956495508,-0.045209091806605095,1,0,0,0,0,0,0,0,0,0,0,1,0,4
2194.9639077759534,59.34179050302443,33.54772435097361,-40.33708904363573,7.027713230236749,302.76223041829326,188.06425919306014,230.26599955889907,141.76628413018958,1392.5861447391358,-0.013693986354115617,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2305.308895039359,172.58154693118655,11.090917441193866,327.1182843133187,72.39500771399724,1426.6400648838082,254.09218108158166,211.88875417771433,108.61369026892254,651.2563050669187,-0.03738322604690275,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2316.801753892102,138.03402315754113,9.863946251549436,205.28708120473723,135.27746271133714,755.8540488234712,187.710649058522,257.45617996908646,151.43857865177284,913.8517759936988,0.009972047330785105,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2393.683759191541,205.856993201911,22.111659553015812,-16.787064561004996,109.46532855827098,1207.0387741576278,243.18701871074325,238.2910884990551,148.25492902901362,1082.7388057163869,-0.027744162123432448,1,0,1,0,0,0,0,0,0,0,0,1,0,4
2139.1981822457574,171.06078888561564,18.547183635284018,240.90837224556174,23.855466203594595,837.68526144514,267.47481428450817,226.21052588559087,148.14531717315148,447.0887736469223,0.040433489759348906,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2372.6769164940483,224.2868096429866,20.340757079331812,-103.27397061194137,-42.44071516344177,551.8158487885424,185.69663096618515,230.66663487793636,121.63227106198914,1445.6068768806363,-0.009360018674336279,0,0,1,0,0,1,0,0,0,0,0,1,0,4
2067.291281820275,273.177305032298,8.365004099928408,199.93081684205626,16.34942988409896,961.6535245997536,195.32200785491383,209.2991570119588,182.93742860475626,1142.6913080320971,-0.025603168793474573,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2145.5644821322617,50.58292465066593,26.515196595170014,114.96816898570742,75.28021917953873,339.74479114936844,223.66566526568596,227.25052493153498,172.90546634745203,1088.5365146554727,-0.033905049423747224,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2038.1937002748934,234.36987980740025,24.412869354804954,131.0673361976842,-24.085165503209787,1214.2324160907667,226.82064807419306,231.7581698893246,81.19650236085232,130.40472317730212,-0.005369166402573233,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2345.201829265144,149.8129949875761,24.21342204150274,149.68809052693058,68.58550683753647,1724.4570306570754,252.57274495559602,197.20879378057163,59.56534289729575,953.9795529748408,0.020932224924804288,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2292.593327591383,174.98607417059785,23.201073227311475,271.6431053727349,28.370047152150214,755.3175868676842,224.79644085305432,239.64377813839303,89.01817305445184,124.57062390671365,-0.045501149006387354,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2090.529889803849,242.92343943813904,28.321628736554974,91.62050773035476,0.06867085669172468,755.2232465828408,191.15040453873917,182.52939097087517,146.83185784279343,72.90308064044427,0.022331355583421475,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2136.260937609999,294.39352924367466,5.779756945223831,63.45458987463272,128.06833568184658,89.01722105147633,303.72581767241024,197.25841544185567,-37.449437942043204,874.0655097427979,-0.018537659676735152,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2356.388455834494,55.170056114146135,29.790326472687163,209.36466122329753,189.99121747216745,1398.7187383915712,210.1900669981257,243.11239851740478,97.35315314451174,1445.0321113810405,-0.00333964125949221,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2353.908737594511,97.16881223986692,20.164542751890288,269.7242047601952,-5.979467271873638,1099.0761017383247,250.66900805051134,180.93498215286422,111.68492284275857,368.21202653079513,-0.026973538891970184,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2135.0603442899837,111.45475796204046,22.477822484986472,285.7754977650641,73.25092850531504,549.4714020053009,202.97951647222274,226.23125549901783,167.49122853000557,1237.850257025494,0.008833025418010898,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2202.3069618573168,145.22075295882905,4.931153354626813,99.42441637379547,63.56792539146211,1589.333751816118,232.17006729360259,209.57221792646385,265.9603869593705,948.9135000815166,0.014638542559001044,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2162.992805533686,204.71158921711634,36.31623249309018,-230.4404765870155,-14.91869030886803,742.4135850204425,186.21933121574602,194.48040532393594,204.35578777291846,562.3197094108384,0.017266337515797425,0,1,0,0,0,0,0,0,0,1,1,1,0,4
2274.4908695841245,265.15512509089916,21.45018975304114,272.70010448659696,87.69279813051205,854.4585127522939,289.53737253311743,234.68212646028118,143.11740239822709,1081.5360299961599,0.00039077626408673405,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2297.4245681080065,236.59554119679208,20.625626076790667,43.797810824952876,30.55475400199601,1060.578135633393,211.03421502623786,188.07017392452786,128.37810825101593,990.9667096504195,0.038871427108496615,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2433.3052783211465,-59.02580788536906,9.154241111083323,67.23869728959934,42.42590748549073,687.865874640111,212.85690401666236,209.90558153569077,118.42704530663292,2048.918172363529,0.022860123170984237,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2257.541783619476,132.75923771987763,23.10587275181713,294.7114593859618,100.57005795112346,788.0683534695899,203.92797858059686,239.3418520946572,38.753931945665855,1240.1882002591242,-0.03689088148180869,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2090.7330326675765,3.7980655973168496,23.1466882509563,68.38663983446378,-67.80095937177163,896.3980244258125,211.84334668821901,189.63710282583347,138.73459699258476,189.0743452869972,0.020886539464553378,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2280.07047736638,153.76811441356514,14.715381877509792,108.84527857276862,16.022679737523127,1693.4179501638723,210.25357526246614,221.12057294183063,162.1272678789177,1461.879743405732,0.021264791626965873,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2254.037197469229,91.29318488110901,21.39615053201384,17.402511345470913,87.68026886758909,230.66736791857807,230.72363056964525,221.82021565523942,84.39966704483525,1490.7014563443413,-0.008344147790636691,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2218.7252202577615,334.162339291477,27.2361160857645,208.32409397581196,18.89959416623384,1229.1653960658705,238.13217385894342,179.30929850778344,166.60716816742814,-189.97055857364762,0.009697964279573812,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2048.861769038272,281.7657885725043,25.24356739798406,252.25292999322153,91.0253972200773,1477.2251340903783,213.0437875082999,224.6776077279083,117.92828473839296,788.0382322611844,0.012356028588151158,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2037.1119795004756,-2.742003174343779,22.499753905577418,208.26777467374387,51.198551124353145,1433.1342687930412,209.73947592286484,179.73446124977872,135.7336965619031,387.27570398580406,-0.01703325352447599,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2380.5932284692494,64.17485389464534,24.2213767490253,-58.553411850927375,61.575431527289325,836.7317999797108,214.63871035157462,240.09251340454716,166.74025530721994,1686.4464367625305,0.03759593784644738,0,0,1,0,0,0,1,0,0,1,0,0,0,4
2109.450521395845,340.01541235967,17.628291398855517,70.18916223334409,179.05330182570205,364.82148758777475,193.65622983230114,233.9428909957625,101.21974339072133,1174.5402442229185,0.008923292443060726,0,1,1,0,0,0,0,0,0,0,0,1,0,4
2296.6103523282427,115.24019553175953,31.450680078322268,188.97172926064493,120.23113830028612,145.4160963223204,229.44748734798702,250.08557016760602,60.44582588441867,1063.1664587336002,-0.019960409999638995,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2201.8062693541933,102.20365681586198,19.04196533456561,143.2082321671379,-27.36809822068559,346.0560593514483,202.19405031833594,188.06578561526933,145.67118451983976,499.08132667097453,-0.02545133453395465,1,0,1,0,0,0,0,0,0,0,0,1,0,4
2167.9352289064836,124.22512113637,4.646887715151964,80.98975551844289,120.47069505440862,575.5676025693308,236.988150823058,209.90284032436077,69.08570665256153,1204.9026575852752,-0.00528048258371322,1,0,0,0,0,0,0,0,0,0,0,1,0,4
2400.056378416661,193.06189764563186,24.50826685981618,154.12724268474025,-42.76219981397046,1266.8303356073616,230.98877714500117,229.8878624140825,146.81024065770077,1418.3326945388508,0.005614187347652566,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2172.6394232324706,23.693083644234576,22.66461249687731,574.0208563912654,44.702733732370746,482.16620110012633,192.43387353835155,226.57602063745227,70.24880977289963,1344.5362223318261,-0.004610581928505775,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2082.807815172656,167.55072577592423,-2.724769797808481,196.45534181446143,53.81999871414048,983.6696354233911,200.6039449935066,206.40686938909883,275.03265966619614,563.9293646577894,0.006583153995457058,0,0,0,0,0,1,0,0,0,1,0,0,0,4
2272.561877042457,131.23552666818506,14.215731591619592,7.754832761661049,58.084765867145954,961.9427079734426,240.50556986134663,222.17235202639392,142.710304967034,2022.4282632512914,0.04249963103528431,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2006.665975768737,185.6712949656687,28.50713864580721,-4.4265734452426955,100.45975477753953,354.13377069251044,226.8902600509913,170.1880879488628,95.97748025276513,48.26835918616348,-0.03446088153114241,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2383.783883568604,222.62829203971148,31.414582382717562,181.96632056516842,-64.17277434780715,1043.3430990178865,282.5996485059522,250.04884614657863,112.30740070875089,574.6470394918458,0.022139081713702713,0,0,1,0,0,0,1,0,0,0,0,1,0,4
2266.0797853512668,46.538249202690366,20.141932229084517,124.56990897271784,51.937320039569215,-76.75487546963177,211.72875402968168,194.5671126023561,150.9526109323601,897.2349976608155,-0.014364067956031401,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2201.2396035056977,225.34007857767602,18.01633583805796,216.73725463369107,-26.902619104210196,819.3665718618975,212.8999385483049,221.96974504801673,94.26632497731816,1054.6987469279084,-0.027777591527685774,0,0,0,0,0,1,0,0,0,0,0,1,0,4
2150.425628431514,40.16196798792609,35.22475276306765,196.5673319945042,64.18202321262295,654.1427372243577,280.92730321143387,196.9672440983197,129.46930260488713,1396.2978269259652,0.014469776268648649,0,0,1,0,0,0,0,0,0,1,0,0,0,4
2376.1648361553785,184.7740539397388,16.17316076048988,91.92857443091475,101.410906704095,617.2201200575396,222.96935664770572,241.96662246337075,141.6115236017618,632.9732111864565,0.013378114338185032,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2269.5351502611516,137.03078676475553,16.59408624679236,249.9153261556856,42.93609941977112,648.2424739737098,226.09016866776554,142.94703466455186,120.58625832283003,1116.9960093713528,0.011103422591540846,1,0,0,0,0,0,0,0,0,0,0,1,0,4
1921.8527451559978,75.61959460064482,26.3786528556724,32.20466156860422,77.5614929464948,584.9268272192387,214.66286177138778,230.64398115391262,191.4385321076939,394.77950094876905,0.021145215086911806,0,0,0,0,0,0,0,0,0,1,0,0,0,4
